statistic_label,month,property_type,unit,value
Percentage Change over 3 months for Residential Property Price Index,2017 December,National excluding Dublin - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2017 December,National excluding Dublin - apartments,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2017 December,Border - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2017 December,Midland - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2017 December,West - houses,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2017 December,Mid-East - houses,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2017 December,Mid-West - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2017 December,South-East - houses,%,4.1
Percentage Change over 3 months for Residential Property Price Index,2017 December,South-West - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 January,National - all residential properties,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,National - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 January,National - apartments,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2018 January,Dublin - all residential properties,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 January,Dublin - houses,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2018 January,Dublin - apartments,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,Dublin City - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,Dun Laoghaire-Rathdown - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 January,Fingal - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2018 January,South Dublin - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,National excluding Dublin - all residential properties,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 January,National excluding Dublin - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2018 January,National excluding Dublin - apartments,%,-1.3
Percentage Change over 3 months for Residential Property Price Index,2018 January,Border - houses,%,5.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,Midland - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 January,West - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2018 January,Mid-East - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 January,Mid-West - houses,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,South-East - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2018 January,South-West - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 February,National - all residential properties,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 February,National - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 February,National - apartments,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 February,Dublin - all residential properties,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 February,Dublin - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 February,Dublin - apartments,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 February,Dublin City - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 February,Dun Laoghaire-Rathdown - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 February,Fingal - houses,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2018 February,South Dublin - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 February,National excluding Dublin - all residential properties,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 February,National excluding Dublin - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 February,National excluding Dublin - apartments,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 February,Border - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 February,Midland - houses,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2018 February,West - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 February,Mid-East - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 February,Mid-West - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2018 February,South-East - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 February,South-West - houses,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2018 March,National - all residential properties,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 March,National - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2018 March,National - apartments,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 March,Dublin - all residential properties,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 March,Dublin - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 March,Dublin - apartments,%,-0.8
Percentage Change over 3 months for Residential Property Price Index,2018 March,Dublin City - houses,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2018 March,Dun Laoghaire-Rathdown - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 March,Fingal - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 March,South Dublin - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2018 March,National excluding Dublin - all residential properties,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 March,National excluding Dublin - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 March,National excluding Dublin - apartments,%,5.5
Percentage Change over 3 months for Residential Property Price Index,2018 March,Border - houses,%,-1.2
Percentage Change over 3 months for Residential Property Price Index,2018 March,Midland - houses,%,4.4
Percentage Change over 3 months for Residential Property Price Index,2018 March,West - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 March,Mid-East - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 March,Mid-West - houses,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2018 March,South-East - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 March,South-West - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2018 April,National - all residential properties,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 April,National - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2018 April,National - apartments,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2018 April,Dublin - all residential properties,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 April,Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 April,Dublin - apartments,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2018 April,Dublin City - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 April,Dun Laoghaire-Rathdown - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 April,Fingal - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 April,South Dublin - houses,%,-1.2
Percentage Change over 3 months for Residential Property Price Index,2018 April,National excluding Dublin - all residential properties,%,3.6
Percentage Change over 3 months for Residential Property Price Index,2018 April,National excluding Dublin - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 April,National excluding Dublin - apartments,%,12.7
Percentage Change over 3 months for Residential Property Price Index,2018 April,Border - houses,%,-2.5
Percentage Change over 3 months for Residential Property Price Index,2018 April,Midland - houses,%,4.9
Percentage Change over 3 months for Residential Property Price Index,2018 April,West - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 April,Mid-East - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2018 April,Mid-West - houses,%,5.1
Percentage Change over 3 months for Residential Property Price Index,2018 April,South-East - houses,%,3.6
Percentage Change over 3 months for Residential Property Price Index,2018 April,South-West - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2018 May,National - all residential properties,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2018 May,National - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 May,National - apartments,%,3.5
Percentage Change over 3 months for Residential Property Price Index,2018 May,Dublin - all residential properties,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2018 May,Dublin - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2018 May,Dublin - apartments,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 May,Dublin City - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 May,Dun Laoghaire-Rathdown - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 May,Fingal - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2018 May,South Dublin - houses,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2018 May,National excluding Dublin - all residential properties,%,3.5
Percentage Change over 3 months for Residential Property Price Index,2018 May,National excluding Dublin - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 May,National excluding Dublin - apartments,%,8.9
Percentage Change over 3 months for Residential Property Price Index,2018 May,Border - houses,%,-4.6
Percentage Change over 3 months for Residential Property Price Index,2018 May,Midland - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2018 May,West - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 May,Mid-East - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2018 May,Mid-West - houses,%,6.5
Percentage Change over 3 months for Residential Property Price Index,2018 May,South-East - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 May,South-West - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 June,National - all residential properties,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2018 June,National - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2018 June,National - apartments,%,3.6
Percentage Change over 3 months for Residential Property Price Index,2018 June,Dublin - all residential properties,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 June,Dublin - houses,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2018 June,Dublin - apartments,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2018 June,Dublin City - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2018 June,Dun Laoghaire-Rathdown - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2018 June,Fingal - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2018 June,South Dublin - houses,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2018 June,National excluding Dublin - all residential properties,%,4.1
Percentage Change over 3 months for Residential Property Price Index,2018 June,National excluding Dublin - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2018 June,National excluding Dublin - apartments,%,6.2
Percentage Change over 3 months for Residential Property Price Index,2018 June,Border - houses,%,-2.9
Percentage Change over 3 months for Residential Property Price Index,2018 June,Midland - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 June,West - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 June,Mid-East - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 June,Mid-West - houses,%,7.8
Percentage Change over 3 months for Residential Property Price Index,2018 June,South-East - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2018 June,South-West - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2018 July,National - all residential properties,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2018 July,National - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2018 July,National - apartments,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 July,Dublin - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2018 July,Dublin - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 July,Dublin - apartments,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2018 July,Dublin City - houses,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2018 July,Dun Laoghaire-Rathdown - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 July,Fingal - houses,%,-0.7
Percentage Change over 3 months for Residential Property Price Index,2018 July,South Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 July,National excluding Dublin - all residential properties,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 July,National excluding Dublin - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2018 July,National excluding Dublin - apartments,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 July,Border - houses,%,-1.4
Percentage Change over 3 months for Residential Property Price Index,2018 July,Midland - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 July,West - houses,%,3.7
Percentage Change over 3 months for Residential Property Price Index,2018 July,Mid-East - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2018 July,Mid-West - houses,%,7.2
Percentage Change over 3 months for Residential Property Price Index,2018 July,South-East - houses,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2018 July,South-West - houses,%,4.8
Percentage Change over 3 months for Residential Property Price Index,2018 August,National - all residential properties,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 August,National - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 August,National - apartments,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 August,Dublin - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2018 August,Dublin - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 August,Dublin - apartments,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 August,Dublin City - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2018 August,Dun Laoghaire-Rathdown - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 August,Fingal - houses,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2018 August,South Dublin - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 August,National excluding Dublin - all residential properties,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 August,National excluding Dublin - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2018 August,National excluding Dublin - apartments,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 August,Border - houses,%,3.8
Percentage Change over 3 months for Residential Property Price Index,2018 August,Midland - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2018 August,West - houses,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2018 August,Mid-East - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2018 August,Mid-West - houses,%,6.0
Percentage Change over 3 months for Residential Property Price Index,2018 August,South-East - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 August,South-West - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2018 September,National - all residential properties,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 September,National - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 September,National - apartments,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 September,Dublin - all residential properties,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2018 September,Dublin - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2018 September,Dublin - apartments,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2018 September,Dublin City - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 September,Dun Laoghaire-Rathdown - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2018 September,Fingal - houses,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2018 September,South Dublin - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2018 September,National excluding Dublin - all residential properties,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 September,National excluding Dublin - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 September,National excluding Dublin - apartments,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2018 September,Border - houses,%,5.3
Percentage Change over 3 months for Residential Property Price Index,2018 September,Midland - houses,%,3.6
Percentage Change over 3 months for Residential Property Price Index,2018 September,West - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2018 September,Mid-East - houses,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2018 September,Mid-West - houses,%,4.2
Percentage Change over 3 months for Residential Property Price Index,2018 September,South-East - houses,%,3.2
Percentage Change over 3 months for Residential Property Price Index,2018 September,South-West - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2018 October,National - all residential properties,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2018 October,National - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 October,National - apartments,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 October,Dublin - all residential properties,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2018 October,Dublin - houses,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2018 October,Dublin - apartments,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2018 October,Dublin City - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2018 October,Dun Laoghaire-Rathdown - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2018 October,Fingal - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 October,South Dublin - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2018 October,National excluding Dublin - all residential properties,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 October,National excluding Dublin - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2018 October,National excluding Dublin - apartments,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 October,Border - houses,%,7.2
Percentage Change over 3 months for Residential Property Price Index,2018 October,Midland - houses,%,3.4
Percentage Change over 3 months for Residential Property Price Index,2018 October,West - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 October,Mid-East - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2018 October,Mid-West - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2018 October,South-East - houses,%,3.6
Percentage Change over 3 months for Residential Property Price Index,2018 October,South-West - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2018 November,National - all residential properties,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2018 November,National - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2018 November,National - apartments,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2018 November,Dublin - all residential properties,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2018 November,Dublin - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2018 November,Dublin - apartments,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2018 November,Dublin City - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2018 November,Dun Laoghaire-Rathdown - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2018 November,Fingal - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 November,South Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 November,National excluding Dublin - all residential properties,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 November,National excluding Dublin - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2018 November,National excluding Dublin - apartments,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 November,Border - houses,%,5.0
Percentage Change over 3 months for Residential Property Price Index,2018 November,Midland - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2018 November,West - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2018 November,Mid-East - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2018 November,Mid-West - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2018 November,South-East - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2018 November,South-West - houses,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2018 December,National - all residential properties,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2018 December,National - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2018 December,National - apartments,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2018 December,Dublin - all residential properties,%,-1.2
Percentage Change over 3 months for Residential Property Price Index,2018 December,Dublin - houses,%,-1.1
Percentage Change over 3 months for Residential Property Price Index,2018 December,Dublin - apartments,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2018 December,Dublin City - houses,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2018 December,Dun Laoghaire-Rathdown - houses,%,-0.8
Percentage Change over 3 months for Residential Property Price Index,2018 December,Fingal - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2018 December,South Dublin - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2018 December,National excluding Dublin - all residential properties,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2018 December,National excluding Dublin - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2018 December,National excluding Dublin - apartments,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2018 December,Border - houses,%,4.7
Percentage Change over 3 months for Residential Property Price Index,2018 December,Midland - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2018 December,West - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2018 December,Mid-East - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2018 December,Mid-West - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2018 December,South-East - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2018 December,South-West - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2019 January,National - all residential properties,%,-1.2
Percentage Change over 3 months for Residential Property Price Index,2019 January,National - houses,%,-1.3
Percentage Change over 3 months for Residential Property Price Index,2019 January,National - apartments,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2019 January,Dublin - all residential properties,%,-2.0
Percentage Change over 3 months for Residential Property Price Index,2019 January,Dublin - houses,%,-2.2
Percentage Change over 3 months for Residential Property Price Index,2019 January,Dublin - apartments,%,-1.1
Percentage Change over 3 months for Residential Property Price Index,2019 January,Dublin City - houses,%,-0.9
Percentage Change over 3 months for Residential Property Price Index,2019 January,Dun Laoghaire-Rathdown - houses,%,-2.1
Percentage Change over 3 months for Residential Property Price Index,2019 January,Fingal - houses,%,-0.8
Percentage Change over 3 months for Residential Property Price Index,2019 January,South Dublin - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2019 January,National excluding Dublin - all residential properties,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2019 January,National excluding Dublin - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2019 January,National excluding Dublin - apartments,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2019 January,Border - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2019 January,Midland - houses,%,-0.5
Percentage Change over 3 months for Residential Property Price Index,2019 January,West - houses,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2019 January,Mid-East - houses,%,-0.9
Percentage Change over 3 months for Residential Property Price Index,2019 January,Mid-West - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2019 January,South-East - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2019 January,South-West - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2019 February,National - all residential properties,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2019 February,National - houses,%,-0.8
Percentage Change over 3 months for Residential Property Price Index,2019 February,National - apartments,%,-1.4
Percentage Change over 3 months for Residential Property Price Index,2019 February,Dublin - all residential properties,%,-1.7
Percentage Change over 3 months for Residential Property Price Index,2019 February,Dublin - houses,%,-1.5
Percentage Change over 3 months for Residential Property Price Index,2019 February,Dublin - apartments,%,-2.2
Percentage Change over 3 months for Residential Property Price Index,2019 February,Dublin City - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2019 February,Dun Laoghaire-Rathdown - houses,%,-3.0
Percentage Change over 3 months for Residential Property Price Index,2019 February,Fingal - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2019 February,South Dublin - houses,%,-0.1
Percentage Change over 3 months for Residential Property Price Index,2019 February,National excluding Dublin - all residential properties,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2019 February,National excluding Dublin - houses,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2019 February,National excluding Dublin - apartments,%,-1.1
Percentage Change over 3 months for Residential Property Price Index,2019 February,Border - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2019 February,Midland - houses,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2019 February,West - houses,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2019 February,Mid-East - houses,%,-1.4
Percentage Change over 3 months for Residential Property Price Index,2019 February,Mid-West - houses,%,-0.9
Percentage Change over 3 months for Residential Property Price Index,2019 February,South-East - houses,%,3.0
Percentage Change over 3 months for Residential Property Price Index,2019 February,South-West - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2019 March,National - all residential properties,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2019 March,National - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2019 March,National - apartments,%,-1.4
Percentage Change over 3 months for Residential Property Price Index,2019 March,Dublin - all residential properties,%,-1.5
Percentage Change over 3 months for Residential Property Price Index,2019 March,Dublin - houses,%,-1.3
Percentage Change over 3 months for Residential Property Price Index,2019 March,Dublin - apartments,%,-2.1
Percentage Change over 3 months for Residential Property Price Index,2019 March,Dublin City - houses,%,-0.5
Percentage Change over 3 months for Residential Property Price Index,2019 March,Dun Laoghaire-Rathdown - houses,%,-3.3
Percentage Change over 3 months for Residential Property Price Index,2019 March,Fingal - houses,%,-0.2
Percentage Change over 3 months for Residential Property Price Index,2019 March,South Dublin - houses,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2019 March,National excluding Dublin - all residential properties,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2019 March,National excluding Dublin - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2019 March,National excluding Dublin - apartments,%,-0.2
Percentage Change over 3 months for Residential Property Price Index,2019 March,Border - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2019 March,Midland - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2019 March,West - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2019 March,Mid-East - houses,%,-0.9
Percentage Change over 3 months for Residential Property Price Index,2019 March,Mid-West - houses,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2019 March,South-East - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2019 March,South-West - houses,%,-0.5
Percentage Change over 3 months for Residential Property Price Index,2019 April,National - all residential properties,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2019 April,National - houses,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2019 April,National - apartments,%,-0.8
Percentage Change over 3 months for Residential Property Price Index,2019 April,Dublin - all residential properties,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2019 April,Dublin - houses,%,-1.1
Percentage Change over 3 months for Residential Property Price Index,2019 April,Dublin - apartments,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2019 April,Dublin City - houses,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2019 April,Dun Laoghaire-Rathdown - houses,%,-3.4
Percentage Change over 3 months for Residential Property Price Index,2019 April,Fingal - houses,%,-0.2
Percentage Change over 3 months for Residential Property Price Index,2019 April,South Dublin - houses,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2019 April,National excluding Dublin - all residential properties,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2019 April,National excluding Dublin - houses,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2019 April,National excluding Dublin - apartments,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2019 April,Border - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2019 April,Midland - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2019 April,West - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2019 April,Mid-East - houses,%,-0.5
Percentage Change over 3 months for Residential Property Price Index,2019 April,Mid-West - houses,%,-1.5
Percentage Change over 3 months for Residential Property Price Index,2019 April,South-East - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2019 April,South-West - houses,%,-0.5
Percentage Change over 3 months for Residential Property Price Index,2019 May,National - all residential properties,%,0.6
